#rnd_rate;wrt_rate;io_size;ssd_iops;ssd_tot_cpu;hdd_iops;hdd_tot_cpu
1.0;0.8;1.0;0.00272479564033;0.060825;0.0110497237569;0.014625
1.0;1.0;0.001953125;3.38589942186e-05;0.370925;0.0120481927711;0.004625
1.0;1.0;0.00390625;3.78318563146e-05;0.3432;0.003046458492;0.018575
1.0;1.0;0.0078125;4.54736650637e-05;0.3064;0.00291120815138;0.019925
1.0;1.0;0.015625;6.83200109312e-05;0.242925;0.00295857988166;0.020375
1.0;1.0;0.03125;0.000100298387703;0.1676;0.00284697508897;0.022825
1.0;1.0;0.0625;0.000178102319783;0.163;0.00286944045911;0.025675
1.0;1.0;0.125;0.000313455058381;0.115875;0.00325732899023;0.02735
1.0;1.0;0.25;0.000584112149533;0.085075;0.00325732899023;0.031575
1.0;1.0;0.5;0.00118764845606;0.103325;0.00501882057716;0.021575
1.0;1.0;1.0;0.0021978021978;0.06395;0.00867678958785;0.018
